Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Merchant_Category,Monthly_Income,Account_Balance,KYC_Status,Region,Risk_Level,Card_Type,Spending_Level,Gender,Age
CUST8727,25-09-2024,4025.26,Debit,Travel,105939,15259.4,Pending,East,Low,Platinum,Low,Other,27
CUST8226,13-05-2025,8633.27,Debit,Travel,184203,29024.06,Pending,West,High,Gold,Moderate,Male,23
CUST3663,17-10-2024,4728.39,Credit,Entertainment,153379,12490.94,Completed,West,Low,Platinum,Moderate,Female,60
CUST2090,03-04-2025,3931.82,Debit,Healthcare,137968,2609.16,Completed,North,Low,Platinum,Moderate,Female,56
CUST4210,19-12-2024,2134.24,Credit,Healthcare,89163,20264.02,Pending,West,Low,Silver,High,Female,31
CUST1092,09-12-2024,4645.06,Credit,Entertainment,92942,3701.62,Completed,West,Low,Gold,Low,Male,18
CUST4219,04-10-2024,7543.63,Debit,Entertainment,88087,12422.3,Completed,North,Medium,Silver,High,Female,63
CUST6735,03-11-2024,964.24,Debit,Groceries,145638,20201.56,Completed,South,Low,Gold,Low,Male,48
CUST3338,12-02-2025,1439.98,Debit,Travel,43005,21145.5,Pending,North,Low,Silver,Moderate,Other,45
CUST9003,01-06-2025,6116.04,Credit,Bills,154121,18657.15,Completed,South,Low,Platinum,High,Male,23
CUST9532,13-11-2024,259.59,Credit,Travel,103998,23801.16,Completed,North,Low,Platinum,Low,Other,37
CUST3412,02-10-2024,3773.46,Credit,Travel,45089,24835.04,Completed,North,Low,Gold,Moderate,Male,65
CUST8739,16-05-2025,1142.9,Debit,Groceries,74763,11726.38,Pending,East,Low,Gold,High,Female,58
CUST8980,29-08-2024,1639,Debit,Restaurants,146852,9033.7,Completed,South,Low,Gold,Low,Male,36
CUST7037,27-02-2025,6352.06,Debit,Groceries,102899,4341.54,Completed,East,Medium,Platinum,High,Other,20
CUST9214,18-09-2024,5579.84,Credit,Restaurants,148637,16665.13,Completed,South,Low,Platinum,Low,Male,63
CUST7524,02-06-2025,7004.03,Credit,Healthcare,91735,1224.1,Completed,North,Low,Gold,High,Other,57
CUST8153,20-04-2025,7052.75,Credit,Healthcare,27329,11427.45,Completed,West,Low,Silver,Moderate,Other,61
CUST7719,03-01-2025,4349.74,Debit,Restaurants,63717,23901.72,Completed,West,Low,Silver,Moderate,Other,69
CUST5111,21-07-2024,1014.62,Debit,Healthcare,198675,6215.92,Completed,East,Low,Silver,High,Male,23
CUST9121,28-07-2024,7414.72,Debit,Healthcare,128535,2395.66,Completed,East,High,Silver,Moderate,Other,23
CUST8943,18-08-2024,695.8,Credit,Healthcare,61939,7892.34,Completed,West,Low,Silver,Low,Female,52
CUST9113,26-11-2024,850.38,Debit,Travel,195907,9834.44,Completed,North,High,Silver,High,Male,25
CUST8948,29-07-2024,1841.26,Credit,Healthcare,198562,7931.47,Completed,East,Low,Platinum,Moderate,Other,59
CUST4038,03-11-2024,4403.35,Debit,Healthcare,169114,2069.56,Pending,South,Medium,Gold,Low,Other,63
CUST5201,04-01-2025,1816.91,Debit,Healthcare,155055,28247.44,Not Started,East,Low,Platinum,Moderate,Female,63
CUST5118,12-10-2024,8318.54,Credit,Online Shopping,154197,12225.34,Completed,South,Low,Platinum,Moderate,Female,46
CUST1040,09-04-2025,8041.1,Credit,Restaurants,69942,22265.91,Completed,South,High,Gold,Moderate,Other,32
CUST8510,28-01-2025,1481.71,Credit,Online Shopping,110985,23348.78,Completed,North,Medium,Platinum,Moderate,Male,37
CUST5635,18-07-2025,9584.44,Credit,Travel,150975,25246.32,Completed,West,High,Silver,Moderate,Female,23
CUST2720,07-07-2025,5265.29,Debit,Healthcare,181328,943.64,Pending,South,Low,Gold,Low,Other,30
CUST4452,22-09-2024,444.42,Credit,Online Shopping,81883,14824.75,Completed,West,High,Platinum,Low,Female,19
CUST4182,16-07-2025,7531.84,Debit,Restaurants,158668,20186.55,Completed,East,Low,Platinum,Low,Other,35
CUST7855,12-10-2024,3481.45,Debit,Travel,60364,14815.14,Completed,East,Low,Platinum,High,Female,50
CUST1962,05-04-2025,7260.22,Debit,Entertainment,175498,6461.51,Completed,East,Medium,Platinum,Moderate,Female,58
CUST5428,24-06-2025,1273.24,Credit,Restaurants,95161,14951.26,Completed,South,Low,Platinum,High,Male,66
CUST8358,07-10-2024,969.47,Credit,Online Shopping,199025,11473.87,Completed,West,Low,Platinum,Low,Female,31
CUST1226,24-08-2024,5887.27,Credit,Entertainment,94606,9373.59,Completed,North,Medium,Gold,High,Other,49
CUST9154,31-10-2024,2172.11,Debit,Groceries,100774,25674.01,Pending,North,Low,Gold,Low,Other,37
CUST9495,13-02-2025,6808.67,Debit,Groceries,160021,22223.18,Pending,North,Low,Silver,Low,Male,61
CUST8338,25-02-2025,9745.32,Credit,Healthcare,97827,27078.94,Pending,South,Low,Silver,Moderate,Female,29
CUST1798,08-07-2025,3430.15,Debit,Online Shopping,50695,24574.45,Pending,South,Medium,Platinum,Low,Male,19
CUST8196,14-05-2025,1274.05,Debit,Healthcare,86879,12989.47,Pending,South,Low,Silver,Moderate,Male,25
CUST5598,11-04-2025,7311.46,Debit,Travel,31383,7608.3,Completed,South,High,Gold,Moderate,Male,54
CUST6441,24-12-2024,6907.07,Debit,Healthcare,116776,8368.25,Pending,North,Low,Gold,Low,Other,18
CUST3874,10-08-2024,599.79,Debit,Groceries,152869,12622.3,Completed,North,Medium,Silver,Low,Other,46
CUST5450,12-07-2025,5200.88,Debit,Restaurants,107780,20130.47,Pending,West,Medium,Gold,Moderate,Female,63
CUST1484,23-08-2024,8270.08,Debit,Travel,160836,29170.05,Completed,North,Low,Platinum,Low,Male,60
CUST5575,12-02-2025,716.17,Credit,Groceries,116686,11452.98,Completed,East,Low,Silver,Moderate,Male,60
CUST1472,18-04-2025,6720.59,Debit,Healthcare,79150,4678.35,Completed,West,Medium,Silver,Moderate,Male,67
CUST7088,17-12-2024,2332.97,Debit,Healthcare,65712,3061.23,Completed,South,Low,Silver,Moderate,Other,21
CUST9805,19-09-2024,4142.87,Credit,Online Shopping,179488,2845.57,Pending,North,Medium,Platinum,Low,Other,60
CUST8343,27-11-2024,4092.13,Credit,Bills,56335,16688.52,Completed,West,Medium,Platinum,Low,Female,51
CUST1481,26-04-2025,9432.67,Credit,Online Shopping,41448,5418.88,Completed,South,Medium,Gold,Low,Other,22
CUST6250,04-06-2025,8013.64,Credit,Groceries,117560,17266.47,Completed,West,Medium,Silver,Low,Female,51
CUST7725,07-01-2025,132.73,Credit,Groceries,72701,6822.81,Pending,South,High,Platinum,High,Female,23
CUST9379,05-09-2024,3183.2,Credit,Restaurants,159337,16402.93,Pending,East,Medium,Gold,Moderate,Other,35
CUST2074,20-03-2025,1346.18,Debit,Online Shopping,182216,14787.81,Completed,South,Medium,Silver,Moderate,Female,31
CUST9198,03-03-2025,3822.76,Debit,Online Shopping,191442,2706.51,Not Started,East,Low,Silver,Moderate,Other,39
CUST1351,15-09-2024,2371.94,Credit,Healthcare,160169,7635.58,Pending,East,Low,Platinum,Moderate,Other,27
CUST3189,10-11-2024,151.64,Debit,Travel,134997,23789.05,Completed,East,Low,Silver,Moderate,Male,34
CUST5438,30-11-2024,2673.48,Debit,Healthcare,109950,21855.77,Completed,North,Medium,Silver,High,Male,66
CUST3278,24-12-2024,223.22,Debit,Groceries,99243,23635.88,Completed,East,Low,Platinum,Moderate,Other,46
CUST2784,18-01-2025,5623.28,Debit,Bills,56136,25858.91,Completed,West,Low,Platinum,Low,Female,55
CUST1696,26-09-2024,3213.18,Credit,Travel,53422,15881.15,Completed,North,Medium,Gold,Moderate,Other,33
CUST2376,23-10-2024,511.78,Debit,Bills,43156,19274.64,Completed,North,Low,Platinum,High,Other,62
CUST5303,17-05-2025,8183.62,Credit,Bills,71657,14263.95,Completed,East,Medium,Gold,Moderate,Male,69
CUST4368,08-03-2025,5061.58,Debit,Online Shopping,110188,1654.96,Completed,East,Low,Gold,Moderate,Female,69
CUST1954,22-01-2025,8829.66,Debit,Bills,86074,17997.02,Completed,East,High,Gold,Moderate,Male,50
CUST8081,18-12-2024,4962.21,Debit,Restaurants,66202,14667.55,Pending,East,Low,Platinum,High,Female,48
CUST7211,05-11-2024,1703.17,Credit,Entertainment,73118,25003.91,Completed,West,Low,Gold,Moderate,Female,61
CUST3042,23-06-2025,5340.13,Debit,Restaurants,42997,17142.37,Completed,South,Low,Silver,Moderate,Male,19
CUST4816,10-09-2024,6987.35,Debit,Entertainment,51599,18037.86,Completed,West,Medium,Gold,High,Female,27
CUST1015,28-06-2025,2957.72,Credit,Entertainment,103259,18954.21,Pending,South,Medium,Silver,Moderate,Female,34
CUST5695,19-02-2025,3599.78,Debit,Online Shopping,173691,16690.34,Completed,North,Low,Gold,Low,Other,42
CUST7436,14-12-2024,505.62,Debit,Groceries,66048,18348.25,Completed,East,Low,Gold,Low,Female,34
CUST8565,21-11-2024,8501.07,Debit,Entertainment,196325,4767.19,Completed,South,Low,Silver,Moderate,Male,65
CUST8860,21-05-2025,1918.75,Debit,Entertainment,39157,7717.52,Pending,West,Low,Gold,Moderate,Male,69
CUST1694,14-04-2025,7368.15,Debit,Healthcare,128657,10580.68,Completed,West,Medium,Gold,Moderate,Female,40
CUST5718,08-07-2025,912.41,Credit,Entertainment,64807,29209.39,Completed,East,Low,Silver,Low,Female,35
CUST5598,14-01-2025,9093.7,Debit,Travel,72586,14172.21,Completed,West,Low,Platinum,Moderate,Female,33
CUST5102,02-01-2025,4190.51,Credit,Online Shopping,129501,11599.99,Not Started,South,Low,Gold,Moderate,Male,31
CUST3086,25-08-2024,4731.5,Debit,Bills,100972,1115.41,Completed,West,Low,Silver,Moderate,Other,55
CUST9495,10-07-2025,8936.91,Credit,Restaurants,53040,29604.42,Completed,West,Low,Platinum,Low,Female,22
CUST9498,06-03-2025,6309.5,Credit,Restaurants,93094,3572.89,Completed,South,Low,Gold,High,Female,49
CUST1898,06-02-2025,5550.77,Debit,Online Shopping,194820,12927.54,Completed,South,Medium,Gold,High,Male,41
CUST2079,19-02-2025,9074.68,Credit,Healthcare,88203,22158.91,Pending,West,Low,Gold,Moderate,Other,32
CUST9111,01-07-2025,2034.24,Debit,Online Shopping,28457,3204.02,Pending,East,Low,Gold,Moderate,Female,42
CUST5710,30-11-2024,3682.06,Credit,Restaurants,87172,1204.94,Not Started,North,High,Platinum,Low,Male,66
CUST9577,02-09-2024,1503.57,Debit,Entertainment,164831,15049.02,Completed,North,Low,Silver,Low,Female,31
CUST2802,03-10-2024,5689.88,Credit,Groceries,115340,7999.15,Completed,North,Low,Platinum,Moderate,Female,56
CUST1459,24-06-2025,3866.3,Credit,Entertainment,27293,10809.26,Completed,West,Low,Platinum,High,Female,27
CUST8341,02-07-2025,1739.4,Debit,Healthcare,144009,23730.9,Completed,North,Medium,Silver,Moderate,Female,50
CUST1218,27-01-2025,3251.48,Debit,Groceries,53866,4152.74,Completed,East,Low,Platinum,Low,Female,56
CUST6755,21-09-2024,8287.5,Debit,Restaurants,171930,28908.88,Pending,North,Medium,Silver,Low,Male,57
CUST3580,12-04-2025,3712.71,Debit,Restaurants,196090,19158.04,Pending,East,Low,Silver,Moderate,Female,40
CUST4251,01-03-2025,1347.07,Credit,Restaurants,45170,15068.82,Pending,West,Low,Silver,Low,Female,20
CUST5020,10-07-2025,5793.77,Debit,Restaurants,65198,21552.6,Completed,West,Low,Platinum,Moderate,Female,45
CUST7244,22-09-2024,3766.96,Debit,Travel,151512,15034.3,Not Started,West,High,Silver,Moderate,Male,56
CUST3494,05-09-2024,8839.9,Debit,Entertainment,98243,18270.87,Completed,North,Low,Platinum,Moderate,Other,19
CUST4254,01-05-2025,4506.12,Credit,Bills,71908,13611.73,Completed,South,Medium,Gold,High,Male,18
CUST8381,14-05-2025,3264.07,Credit,Groceries,79941,14249.37,Completed,North,Low,Silver,Moderate,Other,47
CUST4809,25-08-2024,5128.37,Debit,Travel,130031,18008.47,Not Started,South,Medium,Gold,High,Female,39
CUST4321,09-04-2025,2870.1,Debit,Entertainment,173709,20767.6,Not Started,West,Low,Silver,Low,Male,69
CUST1450,20-07-2024,1346.62,Debit,Healthcare,84936,25928.5,Completed,South,Low,Platinum,Moderate,Other,29
CUST2946,25-08-2024,4706.16,Debit,Bills,155078,16349.53,Completed,South,Low,Platinum,Moderate,Male,35
CUST8083,26-07-2024,2531.74,Debit,Healthcare,58947,22363.16,Completed,South,Medium,Gold,Low,Other,67
CUST6225,08-01-2025,5576.06,Debit,Groceries,26318,7156.43,Not Started,South,Low,Gold,Moderate,Other,32
CUST8426,06-02-2025,2839.71,Credit,Restaurants,34778,7038.99,Pending,North,Low,Silver,Low,Other,58
CUST4942,23-05-2025,1909.84,Debit,Bills,61002,19686.84,Pending,North,Low,Platinum,High,Other,45
CUST8982,09-04-2025,7377.3,Debit,Bills,180465,13054.96,Completed,South,Low,Platinum,Moderate,Male,68
CUST6775,15-10-2024,3811.79,Debit,Travel,160026,27462.47,Pending,East,Low,Platinum,Low,Male,57
CUST9807,01-10-2024,440.64,Credit,Healthcare,76794,25714.91,Pending,East,Low,Platinum,Moderate,Male,39
CUST4286,08-10-2024,3910.65,Debit,Restaurants,97365,8250.56,Completed,East,Low,Silver,High,Male,59
CUST8812,04-10-2024,4196.42,Credit,Healthcare,70897,17122.47,Completed,South,Low,Platinum,Moderate,Other,34
CUST7927,07-08-2024,7872.28,Debit,Restaurants,186963,21012.27,Completed,South,Low,Platinum,Moderate,Other,51
CUST5466,07-01-2025,4489.31,Debit,Travel,130680,5065.14,Completed,West,Medium,Platinum,Moderate,Female,48
CUST1631,28-10-2024,7876.18,Debit,Online Shopping,142919,25285.94,Pending,North,Low,Gold,Low,Other,34
CUST2599,31-01-2025,6645.56,Debit,Bills,152039,12256.38,Pending,North,Low,Platinum,Moderate,Male,40
CUST1742,12-12-2024,4381.12,Credit,Groceries,187016,15022.94,Completed,North,High,Gold,Moderate,Male,66
CUST9249,09-11-2024,7662.72,Credit,Online Shopping,105887,7198.72,Completed,West,Low,Platinum,Moderate,Male,49
CUST2261,18-03-2025,8383.22,Credit,Travel,153567,20933.33,Completed,East,Low,Silver,Low,Other,28
CUST6408,19-01-2025,938.67,Debit,Bills,171606,27382.7,Completed,East,Low,Silver,Low,Other,65
CUST6282,01-12-2024,425,Debit,Restaurants,185076,20976.32,Completed,North,Low,Platinum,High,Other,68
CUST6663,26-08-2024,180.87,Debit,Online Shopping,191753,22771.56,Completed,South,Low,Gold,High,Other,28
CUST2402,29-03-2025,4164.25,Credit,Groceries,53521,26368.74,Not Started,East,Low,Gold,Moderate,Female,59
CUST8820,31-03-2025,9649.95,Debit,Travel,107950,9715.27,Not Started,East,Low,Gold,High,Male,36
CUST6891,29-03-2025,6880.48,Credit,Online Shopping,87023,7284.27,Completed,South,Low,Silver,High,Other,20
CUST6897,11-04-2025,9519.26,Credit,Travel,73199,1703.18,Pending,West,Low,Gold,Moderate,Male,25
CUST2117,20-02-2025,5367.42,Debit,Groceries,199409,8939.79,Pending,South,Low,Platinum,Low,Other,42
CUST1986,18-02-2025,287.67,Credit,Online Shopping,125298,5185.96,Completed,East,Low,Silver,Moderate,Male,60
CUST6540,05-02-2025,9424.71,Debit,Restaurants,161751,10556.32,Pending,East,Low,Silver,High,Other,48
CUST9454,09-10-2024,7189.66,Debit,Entertainment,133407,20173.95,Completed,East,Low,Silver,Moderate,Other,56
CUST7652,11-07-2025,992.89,Credit,Groceries,128858,10767.43,Completed,East,Low,Silver,Moderate,Female,52
CUST6346,18-06-2025,2591.21,Debit,Travel,132744,18571.41,Pending,East,Low,Gold,Moderate,Male,58
CUST8435,30-07-2024,3919.19,Debit,Restaurants,124944,11934.98,Completed,North,Low,Platinum,Moderate,Other,66
CUST3164,18-05-2025,2450.36,Credit,Bills,92571,8858.37,Completed,South,Low,Silver,Low,Other,43
CUST3647,09-07-2025,9485.47,Debit,Healthcare,175539,27432.31,Completed,South,Low,Silver,Low,Male,19
CUST1935,25-01-2025,9218.45,Debit,Restaurants,174340,13742.62,Pending,West,Low,Platinum,High,Female,36
CUST8998,13-12-2024,5547.78,Credit,Bills,158915,4965.91,Pending,West,Low,Silver,High,Female,30
CUST2797,26-06-2025,2172.41,Debit,Bills,110100,11258.01,Completed,South,Low,Silver,Low,Male,30
CUST9245,15-09-2024,6645.28,Credit,Travel,30392,12315.25,Completed,East,Medium,Gold,Low,Female,52
CUST7104,29-11-2024,4646.62,Debit,Entertainment,25321,15541.82,Completed,South,Low,Silver,High,Other,36
CUST3130,17-10-2024,4067.6,Credit,Entertainment,100493,9565.28,Pending,West,Low,Silver,Low,Male,57
CUST7858,01-12-2024,7419.78,Debit,Groceries,113398,11840.82,Completed,East,Medium,Gold,Moderate,Other,56
CUST2705,17-06-2025,8246.53,Credit,Online Shopping,67621,19835.16,Completed,South,Low,Silver,Low,Female,50
CUST9686,18-07-2025,4703.01,Credit,Healthcare,60457,14469.68,Pending,West,Low,Silver,Low,Male,50
CUST7890,22-11-2024,416.69,Debit,Restaurants,49784,21468.03,Pending,West,Medium,Platinum,Low,Other,31
CUST4963,09-01-2025,437.61,Credit,Online Shopping,190428,15224.6,Completed,East,Medium,Gold,Low,Male,47
CUST8391,05-02-2025,6878.54,Debit,Restaurants,161644,23089.77,Pending,East,Low,Platinum,Moderate,Female,46
CUST3047,12-07-2025,7630.33,Debit,Groceries,41404,3189.82,Pending,North,Medium,Platinum,Low,Male,58
CUST1200,28-10-2024,6552.98,Debit,Healthcare,167261,23802.73,Completed,West,Low,Platinum,High,Female,47
CUST4041,27-03-2025,2114.9,Credit,Entertainment,137296,27307.16,Completed,South,High,Silver,Moderate,Male,45
CUST7256,06-01-2025,4742.24,Debit,Online Shopping,105840,3655.19,Completed,West,Medium,Silver,Moderate,Female,38
CUST2548,14-02-2025,6955.8,Credit,Travel,150922,13355.68,Completed,South,Low,Silver,High,Female,18
CUST5796,25-08-2024,3801.97,Debit,Healthcare,103519,22967.49,Pending,South,High,Gold,Moderate,Female,53
CUST7386,31-12-2024,2768.47,Debit,Travel,146937,4640.62,Completed,West,Low,Gold,High,Other,58
CUST3098,01-10-2024,9925.86,Debit,Healthcare,132130,11474.93,Completed,West,Low,Silver,Moderate,Male,27
CUST2941,14-12-2024,4427.25,Debit,Healthcare,60765,14445.55,Completed,South,Medium,Silver,Low,Other,55
CUST7178,26-02-2025,7483.11,Debit,Travel,97382,3341,Pending,West,Low,Platinum,Moderate,Other,18
CUST5905,03-01-2025,7623,Credit,Healthcare,185884,16587.04,Completed,East,Low,Silver,Low,Female,22
CUST4181,31-12-2024,3587.49,Debit,Entertainment,48604,5945.15,Completed,South,Low,Platinum,Moderate,Male,45
CUST7039,04-10-2024,2552.47,Debit,Entertainment,129875,18357.85,Completed,South,Low,Platinum,Moderate,Other,63
CUST4037,16-03-2025,3641.9,Credit,Travel,176844,18700.02,Completed,East,Medium,Platinum,Moderate,Male,62
CUST7367,27-05-2025,8469.84,Credit,Entertainment,116871,17080.12,Completed,East,Low,Silver,Low,Male,39
CUST2395,28-11-2024,5167.1,Credit,Healthcare,173559,10806.92,Pending,East,Low,Silver,Low,Male,45
CUST2607,19-05-2025,3323.09,Credit,Restaurants,157250,26333.93,Completed,South,Medium,Platinum,Moderate,Female,48
CUST3644,03-06-2025,3841.34,Debit,Entertainment,147270,15155.47,Not Started,East,Medium,Silver,Low,Male,54
CUST6435,15-04-2025,3590.36,Debit,Travel,143469,22472.51,Completed,East,Low,Silver,High,Female,48
CUST6476,30-10-2024,8354.01,Debit,Groceries,137260,1139.38,Completed,North,Low,Platinum,Low,Female,50
CUST6102,03-09-2024,3408.15,Debit,Healthcare,130464,7518.03,Not Started,North,Low,Silver,Moderate,Female,25
CUST4765,14-08-2024,4520.99,Debit,Restaurants,103553,24440.4,Completed,South,Low,Gold,Moderate,Female,38
CUST5847,28-02-2025,8585.4,Credit,Bills,186545,27355.78,Not Started,South,Medium,Silver,Moderate,Other,54
CUST2776,04-11-2024,3636.73,Debit,Bills,174008,11073.4,Completed,North,Low,Gold,Moderate,Other,44
CUST3257,05-01-2025,953.24,Credit,Healthcare,86292,25653.34,Completed,East,Low,Platinum,Moderate,Female,51
CUST8885,01-06-2025,3301.34,Credit,Bills,174619,25955.65,Completed,North,Low,Gold,High,Other,49
CUST4518,18-06-2025,8926.46,Credit,Groceries,165597,15427.09,Completed,East,Medium,Silver,Low,Other,23
CUST6639,21-02-2025,7426.81,Credit,Groceries,160114,7960.3,Pending,East,Low,Gold,Moderate,Male,41
CUST7904,04-05-2025,1498.56,Credit,Travel,82490,14727.54,Completed,West,Low,Gold,Low,Other,34
CUST2098,05-01-2025,7062.71,Debit,Bills,183450,24482.44,Pending,North,Low,Gold,Low,Female,58
CUST2600,20-01-2025,3988.19,Credit,Travel,35149,16142.39,Completed,North,Low,Gold,Moderate,Male,21
CUST6441,04-12-2024,5858.54,Credit,Healthcare,113044,26949.43,Completed,West,Low,Gold,High,Female,37
CUST9578,23-01-2025,7020.14,Debit,Online Shopping,82161,18201.47,Not Started,North,Low,Silver,Low,Other,40
CUST3684,28-04-2025,5765.72,Debit,Restaurants,173298,5631.17,Completed,East,Medium,Gold,Moderate,Female,42
CUST3156,28-05-2025,160.95,Credit,Travel,133387,9458.56,Completed,West,Medium,Gold,Moderate,Female,34
CUST8543,18-02-2025,1278.42,Credit,Online Shopping,169744,17026.94,Pending,South,Low,Platinum,Low,Male,59
CUST5356,23-01-2025,1914.99,Credit,Online Shopping,95922,7931.92,Pending,East,High,Platinum,Moderate,Other,61
CUST7576,06-10-2024,3958.93,Credit,Groceries,138210,25959.82,Completed,North,Low,Gold,Moderate,Other,66
CUST2933,20-11-2024,5370.39,Credit,Entertainment,85467,22098.08,Pending,East,Low,Platinum,Moderate,Female,66
CUST2559,04-08-2024,1942.75,Debit,Online Shopping,142384,21867.09,Pending,West,Low,Platinum,High,Female,50
CUST8028,22-06-2025,1229.39,Debit,Restaurants,63071,22448.39,Completed,East,Medium,Platinum,Moderate,Other,23
CUST5299,29-12-2024,8204.89,Debit,Restaurants,43602,10695.64,Completed,East,Medium,Silver,Low,Male,48
CUST7702,30-07-2024,4108.53,Credit,Bills,161640,18712.75,Completed,North,High,Platinum,Low,Female,30
CUST1558,02-10-2024,7651.03,Debit,Entertainment,80812,12141.67,Pending,North,Low,Silver,Moderate,Other,38
CUST5516,18-06-2025,8395.52,Debit,Bills,88907,11403.47,Completed,West,Medium,Gold,Moderate,Female,21
CUST1269,26-11-2024,8020.12,Debit,Groceries,68741,3301.19,Completed,South,High,Gold,Moderate,Female,24
CUST6680,20-05-2025,2828.25,Credit,Restaurants,130868,14172.46,Pending,South,Low,Gold,Moderate,Female,59
CUST4069,11-09-2024,2462.5,Debit,Entertainment,62833,3587,Pending,East,Low,Gold,Low,Other,33
CUST3490,26-01-2025,1477.66,Credit,Entertainment,126786,17016.29,Completed,East,Low,Platinum,Low,Male,64
CUST6989,17-12-2024,8264.46,Debit,Entertainment,139178,18444.11,Pending,North,Low,Platinum,High,Other,49
CUST9113,27-09-2024,3162.78,Debit,Entertainment,89213,29490.69,Completed,North,Low,Gold,Moderate,Female,68
CUST4908,12-03-2025,6000.08,Credit,Restaurants,130038,16761.22,Pending,West,Low,Platinum,Moderate,Female,50
CUST5665,20-08-2024,4721.76,Debit,Restaurants,97051,17292.39,Pending,North,Low,Gold,Moderate,Female,49
CUST3054,10-06-2025,719.51,Debit,Groceries,99785,13186.23,Completed,West,Low,Platinum,Low,Male,62
CUST4176,30-06-2025,7483.68,Debit,Groceries,74514,29204.01,Pending,West,Medium,Platinum,Moderate,Other,68
CUST4439,12-11-2024,289.47,Debit,Healthcare,64775,28028.32,Completed,North,Low,Platinum,Low,Female,23
CUST7677,08-08-2024,884.84,Credit,Travel,76290,19240.8,Completed,East,Low,Platinum,Low,Other,30
CUST5611,12-01-2025,9375.64,Debit,Healthcare,27002,18076.2,Pending,South,Medium,Gold,Moderate,Other,47
CUST9330,23-04-2025,3460.58,Credit,Bills,76434,17199.67,Completed,East,Low,Silver,Moderate,Female,35
CUST4042,05-10-2024,9297.42,Credit,Healthcare,140968,24525.54,Completed,South,Low,Platinum,Moderate,Other,28
CUST9511,22-02-2025,8314.49,Credit,Restaurants,78458,20561.05,Completed,South,Low,Gold,High,Male,60
CUST9214,03-04-2025,3791.21,Credit,Travel,157383,1088.6,Not Started,South,Medium,Gold,Low,Other,39
CUST5500,07-12-2024,1487.32,Debit,Restaurants,81055,1729.77,Pending,West,Low,Gold,Moderate,Male,21
CUST1341,27-01-2025,2918.47,Debit,Bills,95165,18008.98,Completed,East,Medium,Platinum,High,Female,23
CUST9444,20-09-2024,4950.86,Debit,Travel,80871,21861.57,Completed,North,Low,Gold,Moderate,Male,45
CUST1534,24-12-2024,7293.84,Credit,Restaurants,195489,18087.64,Completed,East,Low,Silver,Low,Male,57
CUST9002,17-08-2024,3139.02,Credit,Bills,71289,15146.17,Completed,South,High,Silver,Moderate,Male,44
CUST4069,22-08-2024,2186.59,Credit,Travel,176194,18891.23,Not Started,South,Medium,Gold,Low,Male,45
CUST2986,02-06-2025,523.42,Debit,Healthcare,53000,26501.94,Completed,East,Low,Gold,Moderate,Female,39
CUST9749,09-07-2025,5015.67,Credit,Healthcare,88407,8691.37,Completed,West,Low,Silver,Low,Female,61
CUST6564,07-06-2025,9051.65,Credit,Bills,78083,18318.1,Completed,North,Low,Platinum,Moderate,Other,30
CUST4646,12-05-2025,782.12,Debit,Healthcare,151557,2033.85,Completed,West,Low,Gold,Moderate,Male,26
CUST6198,13-07-2025,6688.85,Credit,Healthcare,71500,8035.52,Completed,South,Low,Gold,Low,Other,23
CUST7763,23-05-2025,4135.46,Credit,Entertainment,93482,29294.68,Not Started,North,Low,Silver,High,Male,50
CUST2983,25-05-2025,6343.86,Credit,Online Shopping,47401,13097.23,Completed,West,Low,Platinum,Low,Male,61
CUST1699,07-11-2024,9815.17,Credit,Healthcare,133679,18672.3,Pending,West,Low,Gold,High,Female,37
CUST5474,01-04-2025,9369.2,Credit,Healthcare,141128,9642.22,Completed,South,Low,Silver,High,Male,41
CUST4774,10-07-2025,884.12,Debit,Online Shopping,102272,16495.24,Completed,North,Low,Platinum,Moderate,Female,25
CUST4587,22-09-2024,5965.47,Debit,Travel,100731,15623.3,Completed,South,Medium,Silver,Moderate,Male,54
CUST5796,31-05-2025,5001.16,Debit,Bills,38607,14912.11,Pending,South,Low,Silver,Low,Male,49
CUST2197,05-11-2024,3714.18,Debit,Groceries,54272,29952.06,Pending,South,Low,Gold,Moderate,Other,20
CUST3156,20-01-2025,3812.38,Credit,Entertainment,151713,1091.33,Completed,South,Low,Silver,Low,Male,61
CUST6113,14-08-2024,8680.38,Credit,Entertainment,97370,3085.83,Completed,East,Medium,Silver,Low,Male,33
CUST9890,24-11-2024,2591.52,Credit,Entertainment,131874,25902.99,Completed,South,High,Platinum,Low,Female,37
CUST9531,28-08-2024,4069.22,Credit,Online Shopping,144174,7723.83,Completed,West,Low,Platinum,High,Male,18
CUST9918,11-05-2025,4148.13,Debit,Entertainment,187770,8376.87,Completed,East,High,Platinum,High,Female,28
CUST3172,21-04-2025,6350.98,Credit,Entertainment,136389,20468.65,Completed,East,Low,Silver,Low,Other,30
CUST8631,29-08-2024,6067.63,Debit,Travel,184115,19917.83,Completed,North,Low,Gold,Moderate,Male,19
CUST6106,02-07-2025,1523.34,Credit,Groceries,112713,13755.01,Pending,North,Low,Platinum,Low,Female,20
CUST9846,16-06-2025,181.26,Credit,Groceries,25932,6528.75,Completed,West,Low,Gold,Moderate,Other,50
CUST5748,12-04-2025,2635.04,Debit,Online Shopping,155979,17453.9,Completed,South,Low,Silver,High,Other,35
